127,127,127,	-0.000000,-0.988467,-0.151433,	3,	30,29,32
127,127,127,	0.000000,0.988467,-0.151433,	3,	20,15,16
127,127,127,	-0.000000,-1.000000,-0.000000,	3,	24,23,30
127,127,127,	0.000000,1.000000,-0.000000,	3,	16,2,3
127,127,127,	0.000000,-0.984400,-0.175945,	3,	23,24,26
127,127,127,	0.000000,-0.984400,0.175945,	3,	28,27,26
127,127,127,	-0.000000,0.984400,0.175945,	3,	7,10,11
127,127,127,	0.000000,0.984400,-0.175945,	3,	7,3,2
127,127,127,	-0.687710,-0.396825,-0.607935,	3,	34,20,17
127,127,127,	-0.687710,0.396825,-0.607935,	3,	17,32,34
127,127,127,	0.856167,-0.494029,-0.151370,	3,	17,30,32
127,127,127,	0.856167,0.494029,-0.151370,	3,	20,16,17
127,127,127,	0.598537,-0.345370,0.722823,	3,	12,28,8
127,127,127,	0.598537,0.345370,0.722823,	3,	8,11,12
127,127,127,	0.856167,-0.494029,-0.151370,	3,	30,32,13
127,127,127,	0.856167,-0.494029,-0.151370,	3,	13,32,17
127,127,127,	0.856167,0.494029,-0.151370,	3,	17,20,13
127,127,127,	0.856167,0.494029,-0.151370,	3,	13,20,16
127,127,127,	0.856167,-0.494029,-0.151370,	3,	13,30,17
127,127,127,	0.856167,0.494029,-0.151370,	3,	17,16,13
127,127,127,	0.866148,0.499788,-0.000000,	3,	16,3,13
127,127,127,	0.866148,-0.499788,0.000000,	3,	13,24,30
127,127,127,	0.866148,-0.499788,0.000000,	3,	0,24,13
127,127,127,	0.866148,0.499788,0.000000,	3,	13,3,0
127,127,127,	0.852367,-0.492356,-0.176226,	3,	4,26,24
127,127,127,	0.852367,-0.492356,0.176226,	3,	28,26,4
127,127,127,	0.852367,0.492356,0.176226,	3,	4,7,11
127,127,127,	0.852367,0.492356,-0.176226,	3,	3,7,4
127,127,127,	0.852552,-0.491942,-0.176490,	3,	4,24,0
127,127,127,	0.852552,-0.491942,0.176490,	3,	8,28,4
127,127,127,	0.852552,0.491942,0.176490,	3,	4,11,8
127,127,127,	0.852552,0.491942,-0.176490,	3,	0,3,4
127,127,127,	-0.560348,0.323334,-0.762539,	3,	17,21,32
127,127,127,	-0.560348,-0.323334,-0.762539,	3,	20,21,17
127,127,127,	0.162486,-0.980873,0.107178,	3,	13,32,21
127,127,127,	0.162486,0.980873,0.107178,	3,	21,20,13
127,127,127,	0.000000,-1.000000,0.000000,	3,	17,21,13

TEXTURES
missile.png	256 256	68.608000 128.000000	68.608000 153.088000	0.000000 256.000000
missile.png	256 256	0.000000 0.000000	68.608000 102.912000	68.608000 128.000000
missile.png	256 256	77.056000 140.544000	68.608000 153.088000	0.000000 256.000000
missile.png	256 256	77.056000 115.456000	0.000000 0.000000	68.608000 128.000000
missile.png	256 256	0.000000 0.000000	68.608000 102.912000	77.056000 115.456000
missile.png	256 256	68.608000 128.000000	0.000000 256.000000	77.056000 140.544000
missile.png	256 256	37.888000 128.000000	61.696000 92.416000	51.712000 128.000000
missile.png	256 256	61.696000 92.416000	37.888000 128.000000	51.712000 128.000000
missile.png	256 256	51.712000 128.000000	37.888000 128.000000	61.696000 163.584000
missile.png	256 256	51.712000 128.000000	61.696000 163.584000	37.888000 128.000000
missile.png	256 256	93.696000 115.456000	68.608000 102.912000	0.000000 0.000000
missile.png	256 256	0.000000 256.000000	68.608000 153.088000	93.696000 140.544000
missile.png	256 256	0.000000 0.000000	77.056000 115.456000	93.696000 115.456000
missile.png	256 256	93.696000 140.544000	77.056000 140.544000	0.000000 256.000000
missile.png	256 256	68.608000 102.912000	51.712000 128.000000	51.712000 128.000000
missile.png	256 256	51.712000 128.000000	51.712000 128.000000	68.608000 153.088000
missile.png	256 256	51.712000 128.000000	68.608000 102.912000	61.696000 92.416000
missile.png	256 256	68.608000 102.912000	51.712000 128.000000	61.696000 92.416000
missile.png	256 256	61.696000 163.584000	51.712000 128.000000	68.608000 153.088000
missile.png	256 256	61.696000 163.584000	68.608000 153.088000	51.712000 128.000000
missile.png	256 256	68.608000 102.912000	51.712000 128.000000	68.608000 102.912000
missile.png	256 256	68.608000 153.088000	51.712000 128.000000	68.608000 153.088000
missile.png	256 256	51.712000 128.000000	68.608000 128.000000	68.608000 102.912000
missile.png	256 256	68.608000 153.088000	68.608000 128.000000	51.712000 128.000000
missile.png	256 256	68.608000 102.912000	51.712000 128.000000	77.056000 115.456000
missile.png	256 256	77.056000 140.544000	51.712000 128.000000	68.608000 153.088000
missile.png	256 256	77.056000 115.456000	51.712000 128.000000	68.608000 128.000000
missile.png	256 256	68.608000 128.000000	51.712000 128.000000	77.056000 140.544000
missile.png	256 256	85.248000 128.000000	68.608000 153.088000	51.712000 128.000000
missile.png	256 256	51.712000 128.000000	68.608000 102.912000	85.248000 128.000000
missile.png	256 256	77.056000 115.456000	68.608000 128.000000	68.608000 102.912000
missile.png	256 256	68.608000 153.088000	68.608000 128.000000	77.056000 140.544000
missile.png	256 256	68.608000 128.000000	77.056000 140.544000	85.248000 128.000000
missile.png	256 256	85.248000 128.000000	77.056000 115.456000	68.608000 128.000000
missile.png	256 256	61.696000 92.416000	109.056000 92.416000	68.608000 102.912000
missile.png	256 256	102.144000 102.912000	68.608000 102.912000	68.608000 102.912000
missile.png	256 256	68.608000 153.088000	68.608000 153.088000	102.144000 153.088000
missile.png	256 256	68.608000 153.088000	109.056000 163.584000	61.696000 163.584000
missile.png	256 256	109.056000 92.416000	61.696000 92.416000	68.608000 102.912000
missile.png	256 256	93.696000 140.544000	68.608000 153.088000	77.056000 140.544000
missile.png	256 256	68.608000 153.088000	61.696000 163.584000	109.056000 163.584000
missile.png	256 256	77.056000 115.456000	68.608000 102.912000	93.696000 115.456000
missile.png	256 256	77.056000 140.544000	93.696000 140.544000	85.248000 128.000000
missile.png	256 256	85.248000 128.000000	93.696000 115.456000	77.056000 115.456000
missile.png	256 256	85.248000 128.000000	102.144000 153.088000	68.608000 153.088000
missile.png	256 256	68.608000 102.912000	102.144000 102.912000	85.248000 128.000000
missile.png	256 256	102.144000 102.912000	68.608000 102.912000	93.696000 115.456000
missile.png	256 256	93.696000 140.544000	68.608000 153.088000	102.144000 153.088000
missile.png	256 256	102.144000 102.912000	68.608000 102.912000	102.144000 102.912000
missile.png	256 256	102.144000 153.088000	68.608000 153.088000	102.144000 153.088000
missile.png	256 256	68.608000 102.912000	102.144000 102.912000	109.056000 92.416000
missile.png	256 256	102.144000 102.912000	68.608000 102.912000	109.056000 92.416000
missile.png	256 256	109.056000 163.584000	68.608000 153.088000	102.144000 153.088000
missile.png	256 256	109.056000 163.584000	102.144000 153.088000	68.608000 153.088000
missile.png	256 256	85.248000 128.000000	93.696000 140.544000	102.144000 128.000000
missile.png	256 256	102.144000 128.000000	93.696000 115.456000	85.248000 128.000000
missile.png	256 256	102.144000 128.000000	102.144000 102.912000	93.696000 115.456000
missile.png	256 256	93.696000 140.544000	102.144000 153.088000	102.144000 128.000000
missile.png	256 256	85.248000 128.000000	102.144000 102.912000	118.784000 128.000000
missile.png	256 256	118.784000 128.000000	102.144000 153.088000	85.248000 128.000000
missile.png	256 256	102.144000 102.912000	93.696000 115.456000	118.784000 128.000000
missile.png	256 256	118.784000 128.000000	93.696000 115.456000	102.144000 128.000000
missile.png	256 256	102.144000 128.000000	93.696000 140.544000	118.784000 128.000000
missile.png	256 256	118.784000 128.000000	93.696000 140.544000	102.144000 153.088000
missile.png	256 256	118.784000 128.000000	102.144000 102.912000	102.144000 128.000000
missile.png	256 256	102.144000 128.000000	102.144000 153.088000	118.784000 128.000000
missile.png	256 256	102.144000 153.088000	102.144000 153.088000	118.784000 128.000000
missile.png	256 256	118.784000 128.000000	102.144000 102.912000	102.144000 102.912000
missile.png	256 256	118.784000 128.000000	102.144000 102.912000	118.784000 128.000000
missile.png	256 256	118.784000 128.000000	102.144000 153.088000	118.784000 128.000000
missile.png	256 256	132.864000 128.000000	109.056000 92.416000	102.144000 102.912000
missile.png	256 256	102.144000 102.912000	109.056000 92.416000	132.864000 128.000000
missile.png	256 256	132.864000 128.000000	109.056000 163.584000	102.144000 153.088000
missile.png	256 256	102.144000 153.088000	109.056000 163.584000	132.864000 128.000000
missile.png	256 256	132.864000 128.000000	102.144000 102.912000	118.784000 128.000000
missile.png	256 256	118.784000 128.000000	102.144000 102.912000	132.864000 128.000000
missile.png	256 256	132.864000 128.000000	102.144000 153.088000	118.784000 128.000000
missile.png	256 256	118.784000 128.000000	102.144000 153.088000	132.864000 128.000000
missile.png	256 256	102.144000 128.000000	256.000000 128.000000	93.696000 115.456000
missile.png	256 256	93.696000 140.544000	256.000000 128.000000	102.144000 128.000000
missile.png	256 256	118.784000 128.000000	93.696000 115.456000	256.000000 128.000000
missile.png	256 256	256.000000 128.000000	93.696000 140.544000	118.784000 128.000000
missile.png	256 256	102.144000 128.000000	256.000000 128.000000	118.784000 128.000000

END
